chr	pos	GM12787_1	GM12787_2	GM12787_3	GM12787_4	GM12787_5	GM12787_6	GM12787_7	GM12787_8	GM12787_9	GM12787_10	GM12787_11	GM12787_12	GM12787_13	GM12787_14	K562_1	K562_2	K562_3	K562_4	K562_5	K562_6	K562_7
1	1733475	6	0	0	0	2	0	0	8	0	0	12	6	0	0	8	0	0	0	0	0	0
1	1733589	4	2	0	2	0	0	0	3	0	0	5	0	0	0	1	0	0	0	0	0	0
1	1733659	5	0	0	0	0	0	0	3	0	0	5	0	0	0	0	0	0	0	2	0	1
1	1733729	3	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0
1	1733740	5	6	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
1	1734307	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1	1734352	3	3	0	0	0	0	0	0	0	6	6	0	0	0	2	4	0	0	0	0	0
1	1734353	4	3	0	0	0	0	0	1	0	12	9	13	0	0	0	6	0	0	0	0	0
1	1734418	6	3	7	8	0	0	0	6	0	7	8	0	0	0	4	9	7	5	3	7	0
1	1735931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1742079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1756752	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1760881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1762663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1792666	7	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	0	0	0	0
1	1805207	4	2	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1814716	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1	1820190	9	5	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	4	0	0
1	1820246	2	0	0	0	0	0	0	1	0	0	0	0	13	6	0	0	0	0	0	0	0
1	1821916	5	9	7	19	0	0	0	0	0	0	4	0	16	13	0	0	0	7	0	0	11
1	1821924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1831258	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1	1846778	3	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	2
1	1847596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1849438	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1	1865072	5	5	19	19	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	4
1	1868765	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	7	0
1	1871370	3	0	18	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	20	16
1	1871418	1	0	2	6	0	0	0	0	0	0	0	0	3	2	0	2	3	0	0	6	5
1	1874866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1877583	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	8
1	1882197	5	8	0	0	0	0	0	0	0	0	1	0	16	0	0	0	0	0	0	7	0
1	1883055	8	6	21	18	0	0	0	0	0	0	0	0	25	17	0	0	0	0	0	0	0
1	1887793	9	0	0	0	0	0	0	0	0	0	0	3	0	0	0	5	3	5	1	0	2
1	2366814	1	6	2	0	3	0	0	3	0	0	6	0	0	0	0	0	0	0	0	0	3
1	2366815	3	1	0	3	3	1	0	3	0	0	5	6	0	0	0	0	0	0	0	0	0
1	2368187	8	2	1	4	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0
1	2368211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	2369106	2	1	3	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0
1	2369146	1	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
1	2371132	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	2371145	3	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0
1	2371200	1	2	3	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0
1	2371844	1	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0
1	2371845	1	1	4	6	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0
1	2398562	2	3	1	2	0	0	2	6	0	0	1	0	0	0	0	0	0	0	0	0	0
1	2407675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	2411754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	2583089	3	1	3	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0
1	3658849	2	6	0	14	22	10	0	2	7	18	2	0	0	0	0	0	0	0	0	0	0
1	3737625	6	12	9	7	26	0	0	32	20	42	12	0	2	0	0	0	0	0	0	0	0
1	3784926	8	7	0	0	0	0	0	9	0	0	5	0	0	1	0	0	0	0	0	0	0
1	3813835	1	1	0	1	0	0	0	4	0	0	1	0	0	0	2	3	3	0	0	7	8
1	3848046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	3867055	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	6018774	3	0	0	5	0	20	0	0	10	11	0	0	2	0	0	0	0	0	0	0	0
1	6192245	8	6	13	17	0	0	0	0	0	0	0	0	3	0	3	38	26	0	8	41	37
1	6192576	8	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	21	29
1	6192586	5	13	7	7	0	0	0	0	0	0	3	0	1	0	0	14	0	8	4	11	18
1	6217034	1	3	0	0	2	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0
1	6217041	1	2	0	0	2	0	0	2	0	0	1	0	4	1	0	0	0	0	0	0	0
1	6217102	1	0	0	0	2	0	0	8	0	0	2	0	0	0	0	0	0	0	0	0	0
1	6217103	0	0	0	0	3	0	0	4	0	0	2	0	2	2	0	0	0	0	0	7	0
1	6219555	5	11	5	7	0	0	12	40	0	0	27	0	0	0	0	0	0	0	0	0	0
1	6219908	16	0	0	15	0	43	0	0	17	25	43	0	0	4	23	0	7	0	0	0	0
1	6222163	35	27	0	2	15	5	0	4	10	11	39	0	3	5	0	0	0	0	0	0	0
1	6222175	40	30	0	0	14	5	0	0	13	17	48	0	3	0	0	0	0	0	0	0	0
1	6222263	34	28	0	1	0	0	0	3	4	3	32	0	1	0	23	0	0	46	28	0	0
1	6222322	47	43	0	0	0	0	0	7	0	12	45	0	9	0	22	0	0	0	0	0	0
1	6222339	47	41	4	2	0	0	0	9	2	8	37	0	2	0	0	0	0	0	0	0	0
1	6222340	54	50	6	1	0	0	0	14	0	0	46	18	6	0	0	0	0	53	0	0	0
1	6223199	43	45	0	37	0	0	0	0	0	0	64	0	10	0	0	0	0	0	0	0	0
1	6223203	52	0	0	33	0	0	0	45	0	0	0	0	0	1	0	0	0	0	0	0	0
1	6223244	60	58	0	4	0	0	0	16	0	0	77	0	4	0	0	0	0	0	0	6	0
1	6223245	58	59	1	3	0	0	0	14	0	0	81	20	4	0	0	0	0	0	0	0	6
1	6223287	47	41	0	0	0	0	0	8	0	0	57	0	4	0	0	0	0	77	66	0	0
1	6223304	34	26	0	0	0	0	0	4	0	1	45	0	1	0	24	0	0	70	46	0	0
1	6223378	36	31	0	0	0	0	0	0	1	2	48	0	7	0	0	0	0	0	54	0	0
1	6223379	34	39	0	1	0	0	0	0	3	0	44	23	7	0	0	0	0	0	0	0	0
1	6522088	65	44	44	0	0	0	0	0	0	88	0	0	0	0	47	0	0	0	0	0	0
1	6522100	64	0	39	60	0	83	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0
1	6522160	58	47	23	32	0	54	0	0	63	69	50	0	6	0	0	0	0	102	67	74	0
1	6522497	114	78	41	50	0	0	0	0	0	0	36	0	4	0	0	115	82	0	0	0	0
1	6522640	94	71	0	0	26	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
1	6522975	51	51	12	23	18	10	4	0	0	19	25	0	3	7	0	145	0	64	30	0	0
1	6523005	35	0	26	35	21	0	0	0	61	28	0	0	6	4	0	211	0	0	0	78	86
1	6523396	38	0	26	51	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0
1	6523495	18	19	27	0	0	17	0	47	0	16	25	0	3	0	0	0	69	0	0	88	0
1	6523532	15	12	16	0	0	0	0	0	0	0	0	0	0	0	8	0	0	25	0	0	0
1	6524773	16	0	0	0	0	0	0	0	0	3	27	0	0	0	0	0	0	0	42	0	0
1	6524831	18	17	0	0	0	0	0	0	0	0	24	0	0	0	34	0	0	69	44	0	0
1	6524863	17	16	0	0	0	0	0	0	0	12	0	0	0	0	38	0	0	0	0	0	0
1	6524877	16	13	0	0	0	0	0	0	2	0	25	0	0	0	33	0	0	39	35	0	0
1	6524879	18	12	0	0	0	0	0	0	2	0	21	0	0	0	0	0	0	0	0	0	0
1	6524933	28	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	40	0	0
1	6524939	22	10	0	0	0	0	0	0	0	0	27	0	0	0	21	0	0	54	28	0	0
1	6524960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	6524984	29	16	0	0	0	0	0	0	0	0	26	0	0	0	36	0	0	74	0	0	2
1	6525010	29	21	0	0	0	0	0	0	3	13	41	0	0	0	47	0	0	86	45	0	0
1	6525011	31	21	1	0	0	0	0	0	0	8	41	19	0	0	43	0	0	77	41	0	0
1	6530052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	6531876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	6544030	2	0	0	0	0	0	0	0	0	0	0	0	10	10	0	9	0	0	0	0	5
1	6547138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	6547682	7	2	5	4	0	0	0	0	1	0	7	0	9	2	0	22	12	0	6	26	10
1	6547688	8	0	0	13	0	0	0	2	0	0	10	0	10	0	0	0	0	0	0	0	0
1	6547705	5	0	2	8	0	0	0	0	0	0	8	0	5	2	0	0	0	0	0	0	0
1	6548374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	6549144	7	8	6	5	0	0	0	0	0	0	3	0	6	6	0	0	2	16	4	14	14
1	6647033	1	0	0	0	0	0	7	46	0	0	15	0	3	0	0	21	0	0	0	0	0
1	6648292	7	7	0	0	0	0	0	0	0	5	8	0	0	0	4	5	0	6	9	0	0
1	6648607	4	0	0	20	0	0	0	18	0	0	16	0	0	0	0	28	0	0	0	35	0
1	6648619	3	0	0	0	1	0	0	21	0	0	15	0	0	0	0	0	0	0	0	39	30
1	6648664	3	7	4	14	0	0	0	17	0	3	10	0	1	2	0	0	0	0	0	0	0
1	6648714	3	2	8	8	0	0	0	21	0	5	10	0	0	5	9	20	15	7	3	33	25
1	6649067	8	3	3	18	1	0	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0
1	6649427	2	1	0	4	2	0	0	4	0	0	3	0	0	0	1	5	0	6	1	14	6
1	6649845	1	0	0	5	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	8	0
1	6650143	5	2	4	7	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	13	0
1	6650321	13	0	0	0	0	0	4	31	0	0	17	0	11	0	0	33	0	0	0	25	32
1	6650449	4	2	4	5	0	0	2	11	0	0	5	0	3	0	0	0	0	0	0	0	0
1	6650482	23	12	10	0	0	0	0	0	0	0	0	0	15	4	0	34	0	0	0	0	0
1	6650513	21	12	13	0	0	0	0	36	0	0	23	0	20	8	9	0	0	18	0	54	0
1	6650524	11	7	7	4	0	0	1	11	0	0	13	0	4	7	4	22	19	15	8	36	20
1	6650534	20	14	11	0	0	0	0	24	0	0	23	0	12	0	9	0	0	19	0	49	28
1	6650690	21	7	0	0	0	0	0	0	0	0	16	0	0	0	0	0	4	10	8	0	0
1	6685383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	6888143	6	3	6	6	70	74	2	12	91	101	6	0	5	4	0	0	0	0	0	0	0
1	6890690	3	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1	7917800	3	6	5	0	10	0	0	0	33	29	0	0	7	4	0	0	0	0	0	0	0
1	7917827	0	5	5	9	5	0	0	18	20	15	0	0	3	1	0	0	0	0	0	0	0
1	7918211	1	2	12	9	0	0	0	12	9	4	7	0	5	3	0	0	0	0	0	0	0
1	7918212	8	0	21	19	0	0	0	23	0	0	11	9	14	8	0	0	0	0	0	0	0
1	7918217	6	7	0	23	0	0	0	25	0	7	0	0	16	7	0	0	0	0	0	0	0
1	7918271	2	5	7	6	0	0	0	6	9	3	6	0	5	0	0	0	0	0	0	0	0
1	7918432	4	0	12	22	4	4	0	0	0	0	0	0	17	3	0	0	0	0	0	0	0
1	7918533	4	0	10	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
1	7918534	3	6	0	8	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
1	7918536	5	0	0	8	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0
1	7918639	2	4	0	5	0	2	0	6	3	0	9	0	7	0	0	0	0	0	0	0	0
1	7918647	2	6	4	5	0	0	0	0	0	0	8	0	11	0	0	0	0	0	0	0	0
1	7920477	8	0	28	0	58	105	0	22	113	78	9	0	5	3	0	0	0	0	0	0	0
1	7920524	12	0	0	11	0	0	0	0	0	102	0	0	17	16	0	0	0	0	0	0	0
1	7968608	4	0	0	0	0	0	0	0	0	0	1	0	5	0	0	8	0	0	0	7	0
1	8414472	2	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	4	0	0	6	0
1	8416367	5	6	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
1	8548046	3	3	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0
1	8580832	2	1	10	6	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
1	8580861	4	0	15	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	5	0
1	8596764	1	0	9	7	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
1	8607275	4	2	0	4	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
1	8609110	2	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
1	8610416	1	2	1	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0
1	8647040	3	3	0	0	0	0	0	0	0	0	0	0	7	10	0	0	0	0	0	0	0
1	8685531	1	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
1	8772577	2	0	1	4	0	0	0	0	0	0	0	0	1	0	0	0	9	0	0	2	6
1	8772884	2	0	0	1	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0
1	8779546	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2
1	8798001	3	0	21	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	7
1	8800771	1	2	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0
1	8861898	6	23	16	11	8	3	0	34	0	3	0	0	2	1	0	0	0	0	0	0	0
1	8866692	3	9	7	11	0	0	0	4	2	0	0	0	30	26	0	0	0	0	0	0	0
1	9009663	7	5	12	9	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
1	9100517	7	7	0	13	15	9	0	0	26	46	7	0	0	1	0	0	0	0	0	0	0
1	9100840	14	15	6	0	10	10	0	23	32	0	0	0	6	0	0	0	0	0	0	0	0
1	9100915	12	0	10	15	0	0	0	31	36	0	0	0	0	0	0	0	0	0	0	0	0
1	9100922	6	0	9	4	0	0	0	9	0	0	2	0	0	0	0	0	0	0	0	0	0
1	9100951	6	0	6	14	7	3	0	19	20	28	3	0	0	0	0	0	0	0	0	0	0
1	9101143	1	0	0	1	0	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0
1	9101297	4	4	0	0	13	0	0	0	12	22	0	0	1	0	0	0	0	0	0	0	0
1	9102334	7	5	0	0	0	0	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0
1	9103327	5	11	0	0	0	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0
1	9103342	10	14	0	0	0	0	0	8	0	3	7	0	0	0	0	0	0	0	0	0	0
1	9149135	12	11	36	26	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0
1	9149375	2	5	7	5	9	0	0	21	0	10	21	0	0	0	0	0	0	0	0	0	0
1	9149389	0	3	4	7	5	0	3	10	0	8	15	0	0	0	0	0	0	0	0	0	0
1	9149397	4	3	5	8	0	0	0	14	4	0	19	0	0	0	0	0	0	0	0	0	0
1	9149403	9	0	0	12	0	7	0	22	0	11	24	0	0	0	0	0	0	0	0	0	0
1	9149413	7	5	10	13	8	5	3	20	2	8	17	0	0	0	0	0	0	0	0	0	0
1	9152212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	9154861	6	0	6	7	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
1	9158934	4	2	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0
1	9161982	2	0	3	8	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
1	9167089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	9168148	10	0	0	14	0	0	0	0	0	0	2	0	20	0	0	0	0	0	0	0	0
1	9168181	8	0	0	9	0	0	0	0	0	0	1	0	13	12	0	0	0	0	0	0	0
1	9171564	7	1	0	0	0	0	0	0	0	0	3	0	52	47	0	0	0	0	0	0	0
1	9172025	3	5	9	0	0	0	0	0	0	0	0	0	20	14	0	0	0	0	0	0	0
1	9172813	5	2	0	0	0	0	0	0	0	0	0	0	11	7	0	0	0	0	0	0	0
1	9172833	6	4	1	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0
1	9173612	0	1	2	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0
1	9177276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	9179384	4	3	4	1	0	0	0	0	0	0	0	0	18	7	0	0	0	0	0	0	0
1	9236176	2	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	2	0
1	9236560	2	1	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
1	9240548	1	0	0	3	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0
1	9240617	1	1	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
1	9266897	20	22	53	50	8	0	25	0	0	0	22	0	6	0	0	0	0	0	0	5	0
1	9268035	4	6	10	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	9268060	4	5	5	0	9	7	0	61	14	96	0	0	0	0	0	0	0	0	0	0	0
1	9268182	5	4	12	22	4	5	13	63	6	39	13	0	0	0	0	0	0	0	0	0	0
1	9268183	5	5	24	23	6	0	15	85	6	51	17	0	0	0	0	0	0	0	0	0	0
1	9271034	9	0	0	31	0	0	0	60	0	0	18	0	4	0	0	0	0	0	0	8	0
1	9271041	6	9	25	24	39	19	8	63	37	69	15	0	0	0	0	0	0	0	0	0	0
1	9557000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	9571878	1	2	2	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0
1	9574180	1	3	0	4	0	0	0	12	0	0	0	0	7	1	0	11	4	0	0	7	8
1	9574250	1	0	4	7	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0
1	9583010	8	6	0	20	0	0	0	0	0	21	7	0	0	0	0	0	0	0	0	0	0
1	9583095	5	3	8	8	0	2	0	5	1	16	6	0	0	0	0	14	0	14	6	22	37
